type,monthly_charges,total_charges,paperless_billing,begin_month,begin_year,end_month,end_year,active_days,internet_fiber_optic,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,senior_citizen,gender_male,partner,dependents,multiple_lines,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
1,102.6,4213.35,True,5,2016,10,2019,1248,True,False,False,True,True,True,True,0,True,True,True,True,False,True,False
0,85.0,85.0,True,11,2019,12,2019,30,True,False,False,False,False,False,True,0,False,False,False,True,False,True,False
1,116.6,7049.5,True,2,2015,2,2020,1795,True,True,True,True,True,True,True,0,True,False,False,True,True,False,False
0,85.95,1215.65,True,1,2019,2,2020,365,True,False,False,False,False,False,True,0,False,False,False,True,False,True,False
0,74.65,544.55,False,6,2019,1,2020,214,True,False,False,True,False,False,False,0,True,False,False,False,False,False,True
0,55.05,608.15,True,3,2019,3,2021,306,False,False,False,False,False,True,False,0,True,True,False,False,False,False,False
0,45.85,105.6,True,12,2019,12,2021,31,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,74.3,74.3,False,1,2020,2,2020,0,True,False,False,False,False,False,False,1,True,True,False,True,False,True,False
0,79.55,723.4,True,3,2019,12,2019,275,True,False,False,False,False,False,True,0,False,False,False,False,False,True,False
1,48.35,1067.15,True,12,2017,11,2019,700,False,False,False,False,False,False,False,0,True,True,True,True,True,False,False
0,45.3,45.3,False,9,2019,10,2019,30,False,False,False,False,False,False,False,0,True,False,False,False,False,True,False
0,84.85,2048.8,True,2,2018,3,2018,28,True,False,True,True,False,False,False,0,True,False,False,True,False,False,False
2,23.9,1626.4,False,3,2014,3,2021,2132,False,False,False,False,False,False,False,0,True,True,True,True,True,False,False
0,74.95,151.75,False,12,2019,12,2021,31,True,False,True,False,False,False,False,0,True,False,False,False,False,True,False
1,78.85,876.75,False,2,2019,2,2020,334,False,True,False,True,False,True,True,0,False,True,False,True,False,True,False
0,100.95,329.95,True,9,2019,12,2019,91,True,False,False,True,False,True,True,0,True,False,False,True,False,True,False
0,105.0,4026.4,True,9,2016,11,2019,1156,True,False,False,True,True,True,True,0,False,True,False,True,False,True,False
0,105.0,7133.25,True,5,2014,11,2019,2010,True,False,True,True,False,True,True,0,True,True,False,True,True,False,False
0,103.35,847.3,True,5,2019,1,2020,245,True,True,False,False,True,True,True,0,False,False,False,True,False,False,False
0,107.4,5121.3,True,10,2015,10,2019,1461,True,False,True,True,False,True,True,0,False,False,False,True,False,False,False
2,62.15,3778.85,True,1,2015,1,2021,1826,False,True,False,True,True,True,True,0,True,True,False,False,False,False,True
1,60.4,2640.55,True,7,2016,7,2020,1279,False,True,False,True,True,True,True,0,False,True,True,False,True,False,False
0,44.55,44.55,True,1,2020,2,2020,0,False,False,False,False,False,False,False,0,False,False,False,False,True,False,False
0,104.2,1743.5,True,6,2018,11,2019,518,True,True,False,True,False,True,True,0,False,True,True,True,False,True,False
0,50.45,50.45,True,12,2019,1,2020,31,False,False,False,True,False,False,False,0,False,False,False,False,False,False,True
0,19.9,283.75,False,12,2018,12,2021,396,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,49.65,2553.35,True,11,2015,11,2021,1522,False,False,True,False,False,True,True,0,False,True,False,False,False,True,False
0,36.85,108.7,True,9,2019,12,2019,91,False,False,True,False,True,False,False,0,True,False,False,False,False,False,True
0,80.2,181.1,True,10,2019,12,2019,61,True,False,False,False,False,False,True,0,True,False,False,False,False,True,False
0,34.3,1004.75,False,9,2017,9,2021,852,False,False,True,False,True,False,False,0,True,False,False,False,False,True,False
1,104.8,3886.45,True,2,2017,2,2020,1064,True,False,True,True,False,True,True,0,False,False,False,True,False,False,False
0,109.8,3587.25,True,3,2017,1,2020,1036,True,True,True,True,False,True,True,0,False,False,False,True,False,False,True
1,59.1,369.25,True,7,2019,7,2020,184,False,True,False,False,False,False,True,0,False,False,False,False,False,True,False
2,73.0,5265.2,True,2,2014,2,2021,2160,False,True,True,True,True,False,True,0,False,False,False,False,True,False,False
2,57.8,4039.3,False,4,2014,4,2021,2101,False,False,True,True,True,True,True,0,False,True,False,False,False,False,False
0,86.2,4524.05,True,8,2015,8,2021,1614,False,False,True,True,True,True,True,0,False,True,True,True,False,True,False
0,99.35,4749.15,True,12,2015,11,2019,1431,True,False,True,False,False,True,True,0,True,True,True,True,False,True,False
0,84.9,764.95,True,2,2019,10,2019,242,True,False,False,False,False,False,True,0,False,True,False,True,False,True,False
0,74.9,136.05,True,12,2019,12,2021,31,True,False,False,False,False,False,False,0,False,False,False,True,False,False,True
0,43.25,219.0,True,7,2019,12,2019,153,False,True,True,True,True,False,False,0,True,False,False,False,False,False,True
0,46.6,87.9,True,12,2019,12,2021,31,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False
0,29.85,29.85,True,1,2020,2,2020,0,False,False,True,False,False,False,False,0,False,True,False,False,False,True,False
2,61.4,3638.25,False,2,2015,2,2021,1795,False,True,True,True,False,False,False,0,True,False,False,False,False,True,False
0,102.55,1742.5,True,9,2018,9,2021,487,True,False,True,True,False,True,True,0,True,True,False,True,False,True,False
1,60.5,3145.15,True,11,2015,11,2020,1522,False,True,True,False,True,False,False,0,False,True,False,False,False,False,False
0,83.85,2716.3,True,4,2017,1,2020,1005,True,False,True,True,False,False,False,1,True,False,False,True,True,False,False
0,94.65,2649.15,False,5,2017,10,2019,883,True,True,False,False,False,True,True,0,True,True,True,False,True,False,False
2,19.25,677.9,False,3,2017,3,2021,1036,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,111.1,6014.85,False,7,2015,1,2020,1645,True,False,True,True,True,True,True,0,False,False,False,True,False,True,False
1,80.1,2603.3,False,5,2017,5,2020,975,True,True,False,False,False,False,False,0,True,False,False,True,False,False,False
2,103.75,7346.2,True,2,2014,2,2021,2160,True,False,True,True,False,True,True,0,True,True,False,True,False,False,False
0,29.9,29.9,False,1,2020,2,2020,0,False,True,False,False,False,False,False,0,False,False,False,False,False,False,True
0,45.7,45.7,True,12,2019,1,2020,31,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
2,20.45,1024.65,False,1,2016,1,2021,1461,False,False,False,False,False,False,False,0,False,False,True,False,True,False,False
0,91.7,3479.05,False,12,2016,12,2021,1126,True,True,False,False,False,True,False,0,True,True,False,True,False,False,False
2,24.3,821.6,False,3,2017,3,2021,1036,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False
0,70.1,467.55,True,5,2019,12,2019,214,True,False,False,False,False,False,False,1,True,True,False,False,False,False,True
0,94.0,181.7,True,8,2019,10,2019,61,True,False,False,False,False,True,True,1,True,False,False,True,False,True,False
1,81.25,4639.45,True,3,2015,3,2020,1767,True,True,False,True,False,False,False,0,False,True,False,False,True,False,False
0,60.05,1616.15,True,8,2017,10,2019,791,False,False,True,False,True,False,False,0,False,True,True,True,False,True,False
0,76.1,257.6,False,11,2019,11,2021,61,True,False,False,False,False,False,False,0,False,False,False,True,False,True,False
2,20.15,804.85,False,10,2016,10,2021,1187,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,87.15,183.75,True,10,2019,12,2019,61,True,False,True,False,False,True,False,0,False,False,False,False,False,False,False
0,84.1,3021.6,True,10,2016,10,2019,1095,True,False,False,False,False,False,True,1,True,True,False,True,False,True,False
1,19.85,35.9,False,11,2019,1,2020,61,False,False,False,False,False,False,False,0,True,True,True,False,False,False,True
0,49.1,679.55,True,10,2018,1,2020,457,False,False,False,False,False,False,False,0,False,False,False,True,False,True,False
0,69.95,69.95,True,10,2019,11,2019,31,True,False,False,False,False,False,False,0,False,False,False,False,False,False,True
1,55.0,1885.15,False,4,2017,4,2020,1005,False,True,True,False,False,False,False,0,False,False,False,False,False,False,True
0,94.1,2804.45,True,7,2017,1,2020,914,True,False,True,False,True,True,False,0,False,True,False,True,True,False,False
0,50.7,214.55,False,10,2019,10,2021,92,False,False,False,False,False,False,False,0,False,False,False,True,False,True,False
0,89.8,2335.3,False,11,2017,1,2020,791,True,False,True,True,False,True,False,0,True,False,False,False,False,True,False
0,69.35,69.35,True,10,2019,11,2019,31,True,False,False,False,False,False,False,0,True,False,False,False,False,True,False
0,74.9,74.9,True,12,2019,1,2020,31,True,False,False,True,False,False,False,0,False,False,False,False,False,True,False
1,104.9,6891.45,True,8,2014,8,2020,1979,True,False,True,True,False,True,True,1,False,True,True,True,False,True,False
0,44.0,44.0,True,1,2020,2,2020,0,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,44.95,3085.35,False,6,2014,6,2021,2040,False,False,True,False,True,False,True,0,False,False,False,False,False,True,False
0,106.35,4849.1,True,3,2016,3,2021,1401,True,False,True,True,False,True,True,0,False,False,False,True,False,True,False
0,105.35,323.25,True,7,2019,10,2019,92,True,False,True,True,False,True,True,0,True,False,False,True,False,False,False
0,57.45,990.85,False,7,2018,1,2020,549,False,False,False,True,False,False,True,0,True,True,True,False,False,True,False
0,20.15,20.15,True,9,2019,10,2019,30,False,False,False,False,False,False,False,0,False,True,True,False,True,False,False
1,103.9,6449.15,False,1,2015,1,2020,1826,True,False,True,True,True,True,True,0,True,True,True,False,True,False,False
0,81.45,2122.05,True,7,2017,10,2019,822,True,False,True,False,False,False,False,1,True,False,False,True,False,True,False
2,105.4,6794.75,True,10,2014,10,2021,1918,True,False,True,False,True,True,True,0,False,True,False,True,False,False,False
1,54.75,2348.45,True,8,2016,8,2020,1248,False,True,True,True,True,False,True,0,False,False,False,False,False,True,False
0,19.4,61.05,False,12,2019,12,2021,31,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,20.5,20.5,False,1,2020,2,2020,0,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
2,24.6,1678.05,False,5,2014,5,2021,2071,False,False,False,False,False,False,False,0,False,False,False,True,True,False,False
0,79.05,434.5,True,4,2019,10,2019,183,True,True,False,False,False,False,False,0,False,False,False,True,False,True,False
0,69.35,69.35,True,10,2019,11,2019,31,True,False,False,False,False,False,False,0,True,False,False,False,False,True,False
0,36.5,1032.0,False,8,2017,11,2019,822,False,False,False,False,False,False,True,1,True,True,False,False,False,False,False
0,101.95,700.85,True,4,2019,11,2019,214,True,False,False,True,False,True,True,1,True,True,False,True,False,True,False
0,79.75,1111.85,True,9,2018,12,2019,456,True,False,True,False,False,False,False,0,False,False,False,True,False,True,False
1,101.35,7110.75,False,6,2014,6,2020,2040,True,True,True,True,False,True,False,0,True,False,False,True,False,False,False
0,74.55,233.65,True,11,2019,11,2021,61,True,True,False,False,False,False,False,0,False,False,False,False,False,True,False
0,82.0,1127.2,True,12,2018,1,2020,396,True,False,False,False,False,False,True,1,False,False,False,True,False,True,False
0,50.15,2139.1,True,6,2016,6,2021,1309,False,False,False,False,False,False,False,0,False,False,False,True,False,False,True
0,82.85,460.25,True,5,2019,11,2019,184,True,False,False,False,False,True,False,0,True,True,False,True,False,True,False
0,108.15,4600.7,True,4,2016,11,2019,1309,True,True,True,False,True,True,True,1,False,False,False,False,True,False,False
0,65.45,937.6,True,9,2018,11,2019,426,False,True,True,False,False,True,False,0,True,True,True,False,False,True,False
2,95.1,5064.85,True,8,2015,8,2021,1614,True,False,False,True,True,False,True,0,False,False,False,True,False,False,False
0,69.5,69.5,True,9,2019,10,2019,30,True,False,False,False,False,False,False,1,True,False,False,False,False,False,False
0,84.4,556.35,True,4,2019,10,2019,183,True,False,True,False,False,False,True,0,True,False,False,False,False,True,False
1,105.05,6004.85,True,4,2015,4,2020,1736,True,False,False,True,True,True,True,0,True,True,True,True,False,False,False
0,100.75,1129.75,True,1,2019,12,2019,334,True,False,False,True,False,True,True,0,False,False,False,True,False,True,False
0,80.5,1336.9,True,9,2018,9,2021,487,True,False,True,False,False,False,False,0,True,True,False,True,False,False,False
0,79.65,79.65,True,10,2019,11,2019,31,True,False,False,False,False,True,False,0,False,False,False,False,False,True,False
0,69.8,69.8,True,9,2019,10,2019,30,True,False,False,False,False,False,False,0,True,False,False,False,False,True,False
0,19.0,348.8,False,8,2018,8,2021,518,False,False,False,False,False,False,False,0,True,False,False,False,False,True,False
0,35.9,35.9,False,12,2019,1,2020,31,False,False,False,False,False,False,True,0,True,False,False,False,False,True,False
0,50.15,762.25,True,9,2018,1,2020,487,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False
0,29.7,91.7,False,10,2019,1,2020,92,False,True,False,False,False,False,False,0,False,True,True,False,True,False,False
0,74.65,301.4,True,6,2019,10,2019,122,True,False,False,False,False,False,False,0,True,True,False,True,False,True,False
0,65.0,2157.5,False,4,2017,4,2021,1005,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True
1,90.95,5453.4,False,10,2014,10,2019,1826,True,False,True,True,False,True,False,0,True,True,True,False,False,True,False
1,20.65,595.5,True,12,2017,12,2020,761,False,False,False,False,False,False,False,0,True,False,False,False,True,False,False
1,88.4,3912.9,False,2,2016,10,2019,1338,True,False,True,False,False,False,True,1,True,True,False,True,False,False,True
0,34.7,62.25,True,10,2019,12,2019,61,False,False,False,False,False,False,True,0,False,False,False,False,False,True,False
0,64.45,1867.6,False,10,2017,10,2021,822,False,False,True,True,True,False,False,1,False,False,False,True,False,False,False
2,116.25,8564.75,True,3,2014,3,2021,2132,True,True,True,True,True,True,True,0,True,True,False,True,False,True,False
2,75.4,5480.25,True,2,2014,2,2021,2160,False,False,True,True,False,True,True,0,True,True,True,False,False,False,False
1,75.7,3876.2,False,12,2015,12,2020,1492,False,False,False,True,False,True,True,0,False,True,False,True,False,False,False
0,97.9,315.3,True,7,2019,10,2019,92,True,False,True,False,True,True,True,0,False,False,False,False,False,True,False
1,19.1,1143.8,False,1,2015,1,2020,1826,False,False,False,False,False,False,False,0,False,True,True,False,True,False,False
0,35.65,425.1,True,3,2019,3,2021,306,False,False,True,False,True,False,False,0,True,False,False,False,False,True,False
0,79.65,152.7,True,9,2019,11,2019,61,True,False,False,False,False,True,False,0,False,False,False,False,False,False,True
0,85.45,2289.9,False,10,2017,10,2021,822,True,False,False,True,False,True,False,0,True,True,True,False,False,True,False
2,75.95,4542.35,True,3,2015,3,2021,1767,False,False,True,False,True,True,True,0,False,True,True,False,True,False,False
0,49.85,49.85,True,1,2020,2,2020,0,False,False,False,True,False,False,False,0,True,False,True,False,False,True,False
0,84.85,2633.4,True,7,2017,7,2021,914,True,False,False,False,False,False,True,1,False,True,False,True,False,True,False
1,80.0,3182.95,False,7,2016,10,2019,1187,False,True,False,True,True,True,True,0,True,True,True,False,True,False,False
0,79.65,79.65,True,10,2019,11,2019,31,True,False,False,False,False,True,False,0,False,False,False,False,False,True,False
0,94.4,387.2,True,7,2019,11,2019,123,True,True,False,True,True,False,True,0,False,False,False,False,False,False,False
0,74.35,74.35,True,9,2019,10,2019,30,True,False,False,False,False,False,False,0,True,False,True,True,False,True,False
0,77.15,77.15,True,11,2019,12,2019,30,True,False,False,False,False,False,False,0,False,False,False,True,False,True,False
1,73.75,1756.6,True,3,2018,3,2020,671,False,False,False,False,True,True,True,0,False,False,False,True,False,False,True
0,82.75,417.75,True,9,2019,9,2021,122,True,False,False,True,True,False,False,0,False,False,False,True,False,True,False
2,24.25,1641.8,False,5,2014,5,2021,2071,False,False,False,False,False,False,False,0,False,True,False,True,False,False,False
0,25.3,77.75,False,10,2019,1,2020,92,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
0,20.3,470.6,True,3,2018,3,2021,671,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False
0,69.1,69.1,False,11,2019,12,2019,30,True,False,False,False,False,False,False,1,True,False,False,False,False,True,False
0,80.7,788.8,True,2,2019,12,2019,303,True,False,True,False,False,False,False,0,True,False,False,True,False,False,False
0,101.1,1504.05,True,10,2018,1,2020,457,True,False,False,True,False,True,True,0,True,True,False,True,False,True,False
0,29.3,355.9,True,2,2019,3,2019,28,False,False,False,False,True,False,False,1,False,True,True,False,False,False,True
2,61.4,4059.85,False,5,2014,5,2021,2071,False,True,False,False,True,False,False,0,False,True,True,True,True,False,False
0,95.05,1290.0,True,9,2018,10,2019,395,True,False,False,False,False,True,True,1,False,False,False,True,False,True,False
0,98.5,3004.15,True,5,2017,10,2019,883,True,False,False,True,False,True,True,1,True,True,False,True,False,True,False
0,29.85,75.6,False,8,2019,10,2019,61,False,False,False,False,True,False,False,0,True,False,False,False,False,False,False
0,79.85,797.25,False,4,2019,4,2021,275,True,False,True,False,False,False,False,0,True,False,False,True,False,True,False
0,69.2,69.2,True,9,2019,10,2019,30,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False
1,115.65,7968.85,False,3,2014,1,2020,2132,True,True,True,True,True,True,True,0,True,True,False,True,True,False,False
0,105.3,545.2,True,7,2019,1,2020,184,True,False,True,True,False,True,True,0,False,True,False,True,False,True,False
0,94.45,5073.1,True,7,2015,7,2021,1645,True,False,True,True,False,True,False,0,False,True,False,True,True,False,False
2,97.7,6869.7,True,2,2014,2,2021,2160,True,False,True,False,False,True,True,0,False,True,False,True,True,False,False
0,104.65,2542.45,True,11,2017,11,2019,730,True,False,True,True,False,True,True,0,True,True,False,True,False,True,False
1,59.3,3014.65,False,9,2015,12,2019,1552,False,True,True,True,False,True,True,0,True,True,True,False,False,True,False
0,101.25,3949.15,True,11,2016,11,2021,1156,True,False,False,False,True,True,True,1,False,True,False,True,False,True,False
0,100.55,4398.15,False,2,2016,10,2019,1338,True,False,True,False,True,True,True,0,True,False,False,False,False,True,False
0,79.0,303.15,True,7,2019,11,2019,123,True,False,False,False,False,True,False,0,False,False,False,False,False,True,False
0,70.7,141.45,True,11,2019,1,2020,61,True,False,False,False,False,False,False,0,False,True,False,False,False,True,False
0,70.75,450.8,True,3,2019,10,2019,214,False,False,False,False,True,True,True,0,False,False,False,False,True,False,False
0,59.55,59.55,True,1,2020,2,2020,0,False,False,False,False,True,False,True,0,True,False,True,False,False,False,True
2,89.7,4304.5,True,12,2015,12,2021,1492,True,False,False,True,True,False,True,0,False,False,False,False,False,False,False
2,20.65,1125.6,False,5,2015,5,2021,1706,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False
0,84.2,519.15,True,5,2019,11,2019,184,True,False,True,False,False,False,True,1,True,True,False,False,False,True,False
2,95.25,5464.65,True,2,2015,11,2019,1734,True,False,False,True,False,True,True,0,False,False,False,False,False,True,False
1,80.65,2209.75,True,11,2017,11,2020,791,True,True,True,False,False,False,False,0,True,True,True,False,True,False,False
2,20.4,231.45,False,3,2019,3,2021,306,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,56.25,2419.55,False,6,2016,6,2021,1309,False,True,False,False,True,False,False,0,False,True,True,False,False,False,False
2,106.75,7283.25,True,3,2014,3,2021,2132,True,True,True,True,False,True,True,0,False,False,False,True,True,False,False
0,79.3,2414.55,True,9,2017,9,2021,852,True,False,False,False,True,False,False,1,True,True,False,True,False,True,False
0,45.65,45.65,True,12,2019,1,2020,31,False,False,False,False,False,False,False,0,True,False,False,False,False,True,False
0,79.0,929.3,True,3,2019,3,2021,306,True,True,False,False,False,False,False,0,False,False,False,True,False,False,False
2,23.55,1723.95,True,2,2014,2,2021,2160,False,False,False,False,False,False,False,0,True,True,False,True,False,False,False
0,84.55,646.85,True,3,2019,10,2019,214,True,False,False,False,False,False,True,1,False,True,False,True,False,True,False
0,50.75,50.75,False,1,2020,2,2020,0,False,False,False,False,False,False,False,0,True,False,False,True,False,False,True
0,100.55,6215.35,True,7,2014,10,2019,1918,True,True,True,True,False,True,False,0,False,True,True,True,False,True,False
2,25.7,251.6,False,4,2019,4,2021,275,False,False,False,False,False,False,False,0,True,False,False,True,False,False,False
0,85.15,1139.2,True,11,2018,1,2020,426,True,False,False,False,False,False,True,0,True,True,False,True,False,True,False
1,98.7,4525.8,True,5,2016,5,2020,1340,True,False,True,True,True,True,False,1,True,True,False,True,False,False,False
0,62.45,2045.55,False,6,2017,6,2021,944,False,False,True,True,False,False,False,0,False,True,True,True,False,False,False
0,54.2,1152.7,True,1,2018,11,2019,669,False,True,False,False,True,False,False,0,True,True,False,False,False,True,False
1,90.25,5629.15,False,10,2014,10,2020,1918,True,False,False,True,False,False,True,0,True,True,True,True,True,False,False
1,102.1,6688.1,False,10,2014,10,2020,1918,True,False,False,True,True,True,True,1,True,False,False,True,False,True,False
0,55.8,55.8,True,11,2019,12,2019,30,False,True,False,True,False,False,False,1,False,False,False,False,False,True,False
1,20.05,552.9,False,11,2017,11,2020,791,False,False,False,False,False,False,False,0,True,False,True,False,True,False,False
0,105.65,4284.8,True,10,2016,1,2020,1187,True,False,True,True,False,True,True,1,True,True,False,True,False,True,False
1,55.85,857.8,True,10,2018,10,2020,457,False,True,True,False,False,False,False,0,True,True,True,False,False,False,True
1,89.65,3348.1,True,2,2017,2,2020,1064,False,True,False,True,True,True,True,0,False,False,False,True,True,False,False
0,93.9,5029.2,False,5,2015,10,2019,1614,True,True,False,True,False,False,True,0,True,True,False,True,False,True,False
0,95.45,3474.05,True,1,2017,12,2019,1064,True,False,False,False,False,True,True,1,True,False,False,True,False,True,False
0,20.15,20.15,False,12,2019,1,2020,31,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,20.35,35.1,False,12,2019,12,2021,31,False,False,False,False,False,False,False,0,False,False,False,False,True,False,False
2,79.65,3870.3,False,2,2016,2,2021,1430,False,False,True,False,True,True,True,0,False,True,True,True,False,True,False
0,95.15,997.65,True,11,2018,10,2019,334,True,False,False,False,False,True,True,1,False,False,False,True,False,False,False
0,74.95,825.7,True,2,2019,1,2020,334,True,False,False,False,False,False,False,0,True,True,False,True,False,True,False
0,78.1,947.3,False,10,2018,10,2019,365,True,False,False,False,False,False,True,0,False,False,False,False,False,False,False
0,75.0,209.1,False,10,2019,1,2020,92,True,False,False,False,False,False,False,0,True,False,False,True,False,False,True
2,93.7,6585.35,True,12,2013,11,2019,2161,True,False,False,False,False,True,True,0,False,True,False,True,False,False,False
2,72.6,4084.35,True,6,2015,6,2021,1675,False,True,False,False,True,True,True,1,False,True,True,False,True,False,False
0,19.75,58.85,False,9,2019,12,2019,91,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False
2,20.8,1411.9,True,7,2014,7,2021,2010,False,False,False,False,False,False,False,0,True,True,True,False,False,False,True
0,50.4,1527.5,True,6,2017,12,2019,913,False,False,True,False,False,False,False,1,True,True,False,False,False,False,False
1,95.0,3591.25,False,12,2016,12,2020,1126,True,True,True,False,False,False,True,1,False,True,False,True,True,False,False
0,100.5,918.6,True,2,2019,11,2019,273,True,False,False,True,False,True,True,1,True,False,False,True,False,True,False
1,109.6,7854.15,True,3,2014,3,2020,2132,True,True,True,True,False,True,True,0,True,True,False,True,False,True,False
1,47.85,1190.5,False,12,2017,12,2020,761,False,True,True,True,False,True,False,0,False,True,False,False,False,False,False
2,59.55,4103.9,True,7,2014,7,2021,2010,False,False,True,True,True,True,True,0,False,True,True,False,False,True,False
2,74.45,3510.3,False,3,2016,3,2021,1401,False,False,False,True,True,True,True,0,False,False,False,False,False,False,True
2,25.8,1563.95,True,12,2014,12,2021,1857,False,False,False,False,False,False,False,0,False,False,False,True,True,False,False
1,79.0,4801.1,False,2,2015,2,2020,1795,False,True,False,True,True,True,True,0,True,False,False,False,False,False,True
0,64.7,941.0,True,9,2018,11,2019,426,False,True,False,False,False,True,False,0,False,True,False,True,False,False,False
0,20.2,123.65,False,8,2019,8,2021,153,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,94.05,518.75,True,8,2019,8,2021,153,True,False,True,True,False,True,False,0,False,True,True,True,False,False,True
2,19.95,373.5,True,7,2018,7,2021,549,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,51.1,2092.9,True,10,2016,10,2021,1187,False,False,False,False,True,False,False,0,True,False,False,False,False,True,False
0,88.2,1775.8,True,3,2018,10,2019,579,True,False,True,False,False,True,False,1,True,False,False,True,False,True,False
0,49.4,874.8,False,6,2018,12,2019,548,False,True,False,False,False,False,False,0,True,False,False,False,False,True,False
1,69.05,1958.45,False,9,2017,9,2020,852,False,True,False,False,True,True,False,0,True,True,True,True,False,False,False
0,104.3,5278.15,True,6,2015,12,2019,1644,True,False,True,True,False,True,True,0,True,True,False,True,False,True,False
0,117.45,5438.9,False,10,2015,10,2019,1461,True,True,True,True,True,True,True,1,False,True,False,True,False,True,False
0,65.0,663.05,False,1,2019,10,2019,273,False,True,True,True,True,False,False,0,False,True,True,False,False,False,True
2,26.25,605.9,False,4,2018,4,2021,640,False,False,False,False,False,False,False,0,False,False,False,True,False,False,True
0,39.1,971.3,False,10,2017,10,2019,730,False,True,False,False,False,False,True,1,True,True,False,False,False,False,False
0,41.9,840.1,True,4,2018,1,2020,640,False,True,False,False,False,True,False,1,False,False,False,False,False,True,False
0,19.1,19.1,True,12,2019,1,2020,31,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,45.7,45.7,True,11,2019,12,2019,30,False,False,False,False,False,False,False,0,False,True,True,False,False,True,False
2,47.05,3263.6,True,3,2014,3,2021,2132,False,False,False,True,True,False,True,0,False,True,False,False,False,True,False
1,93.55,6069.25,False,9,2014,9,2020,1948,True,True,False,False,True,False,True,0,True,False,False,True,False,True,False
0,64.95,1339.8,True,5,2018,5,2021,610,False,True,True,False,False,False,True,1,True,True,False,False,False,False,False
0,19.95,58.0,False,11,2019,11,2021,61,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,85.35,758.6,True,4,2019,1,2020,275,True,False,False,False,False,True,False,0,True,False,False,True,False,True,False
1,106.95,5785.5,True,5,2015,10,2019,1614,True,True,False,True,False,True,True,0,False,False,False,True,True,False,False
0,103.65,4747.85,True,5,2016,5,2021,1340,True,False,False,True,True,True,True,0,True,False,False,True,False,False,False
1,21.2,52.05,False,11,2019,11,2020,61,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,40.35,1677.85,True,9,2016,9,2021,1217,False,False,True,False,False,False,True,0,False,False,False,False,False,True,False
0,55.2,55.2,False,12,2019,1,2020,31,False,False,False,False,False,True,False,0,False,True,False,False,False,False,True
2,110.9,8240.85,True,2,2014,2,2021,2160,True,True,False,True,True,True,True,0,True,True,False,True,True,False,False
0,79.0,143.65,False,9,2019,11,2019,61,True,False,False,False,False,True,False,0,True,False,False,False,False,True,False
0,19.95,170.9,False,6,2019,6,2021,214,False,False,False,False,False,False,False,0,False,False,True,False,False,False,True
1,72.45,4653.85,False,5,2014,10,2019,1979,False,True,True,True,False,False,True,0,True,True,True,True,True,False,False
0,45.55,2062.15,False,4,2016,4,2021,1370,False,True,True,False,False,True,False,0,False,True,False,False,False,True,False
0,49.2,216.9,True,7,2019,12,2019,153,False,False,False,False,True,False,False,0,True,False,False,False,False,True,False
0,29.7,29.7,False,10,2019,11,2019,31,False,True,False,False,False,False,False,0,True,False,False,False,False,False,True
0,20.3,246.3,False,3,2019,3,2021,306,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False
0,29.65,118.5,True,7,2019,11,2019,123,False,False,False,True,False,False,False,0,True,False,False,False,False,True,False
0,78.45,78.45,False,9,2019,10,2019,30,True,False,False,False,False,True,False,1,False,False,False,False,False,True,False
1,18.25,534.7,False,10,2017,10,2020,822,False,False,False,False,False,False,False,0,True,False,False,False,True,False,False
0,20.05,406.05,False,6,2018,6,2021,579,False,False,False,False,False,False,False,0,False,True,True,False,False,False,True
0,80.15,2265.25,True,5,2017,10,2019,883,True,False,True,False,False,False,False,0,True,True,False,True,False,False,False
0,84.4,4116.15,True,8,2015,10,2019,1522,True,False,False,False,False,True,False,0,False,True,True,True,False,False,False
0,20.2,20.2,True,11,2019,12,2019,30,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
1,63.7,2763.35,False,8,2016,8,2020,1248,False,True,False,False,True,False,True,0,True,True,True,False,True,False,False
